user_ids,accent,transcript,audio_paths,audio_ids,domain,duration
cfeff877cccff0af362791b70d74807862da77e349d083a3b710f9f7e69d2dc40be216c056cc7b5153934c29b74abbbeb11d3d0966546d6f2b985782ea01413e,"India and South Asia (India, Pakistan, Sri Lanka)","Hexum said his phone was ""ringing off the hook"" after Lewis' performance.",common_voice_en_27228898.mp3,common_voice_en_27228898,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",It is named after Carl Friedrich Gauss.,common_voice_en_20170460.mp3,common_voice_en_20170460,general,3
51b2771333aee3c5b1f25421377564e5ea17337c6c9f2155bfba6aabe7e25871354490f65b9daafb4195c3e6e32f61df398b92cf2da8a475ba38e5b3bacb6096,"India and South Asia (India, Pakistan, Sri Lanka)",After being released from jail he joined the Jan Sangh.,common_voice_en_23353618.mp3,common_voice_en_23353618,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)",Her original pictorial was photographed by Sam Wu.,common_voice_en_20528164.mp3,common_voice_en_20528164,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)",His mother was from Middlesbrough.,common_voice_en_19590743.mp3,common_voice_en_19590743,general,3
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)",Nin was historically important as a centre of a medieval Christian Bishopric.,common_voice_en_27075148.mp3,common_voice_en_27075148,general,4
197dd6156c583d549bc300fc633b2cc0c692a81cf78d870196005435ef5ec19d0e7ddb7ad25f6da10a9051e6a7e8d4a95a2cf7aed12a753681944411bc75bdd3,Hong Kong English,Mooney became a ringmaster with the Gatti-Charles Circus.,common_voice_en_22474662.mp3,common_voice_en_22474662,general,4
b644ae3b2f82a9ef3f6143326617509097ed4337fc0123d4b854be26cbcfba78bcc9d370d1272c725e15370c6ab4220d608d578780b592047cae1edbaf1d7d0e,"India and South Asia (India, Pakistan, Sri Lanka)","He reassures her, giving Rama's signet ring as a sign of good faith.",common_voice_en_28742020.mp3,common_voice_en_28742020,general,4
9fd4e995e2a1006fefe786c28652f48e73f08f4f7594ce46ceff1d484619f105d759521e5b0d17b4d428e9e536524e229fab1ae9ab61b09e0e0da15cab5fef74,"India and South Asia (India, Pakistan, Sri Lanka)",Laurie's mother Gail was one of these women.,common_voice_en_21274940.mp3,common_voice_en_21274940,general,3
15a22f0c0e1dd85bdeda7f733a831454f10c38f6da86b6c258157e616996b120ecdd47cf96cfbeeefbd455c03725780ef1ba4d4351013b20a20553c55db492dd,Filipino,Giles tells Buffy that he has found a ritual to revoke a vampire's invitation.,common_voice_en_18709272.mp3,common_voice_en_18709272,general,3
21de99683e13faed97af72e1d336a7f1b1e8a11555c4a69a1ec4bdf8c6aeafb713e309e4dcd816ec7069fe6655b7b27b6978f6999d8d70e438fd382f768e05f9,"India and South Asia (India, Pakistan, Sri Lanka)","With the exception of the full-dress doctors' gowns, all Durham gowns are black.",common_voice_en_19649440.mp3,common_voice_en_19649440,general,4
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",Admission to this Bellevue public school is based on a lottery system.,common_voice_en_20781321.mp3,common_voice_en_20781321,general,3
63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,"India and South Asia (India, Pakistan, Sri Lanka)",They had two daughters together called Della and Lindy.,common_voice_en_27429994.mp3,common_voice_en_27429994,general,3
f3ea04475e301f84785710b9c56023f3c81f7abff656d40e674db8acde55c748688d0a4285eb6e8ea7f4d8b1fb6c99ab3c7f7d460878c4193256a61831e17ce7,Filipino,The town is located on the French way of the Camino de Santiago.,common_voice_en_30480248.mp3,common_voice_en_30480248,general,4
8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,"India and South Asia (India, Pakistan, Sri Lanka)",Andy Soucek replaced Parente as the reserve driver.,common_voice_en_27274114.mp3,common_voice_en_27274114,general,4
af294a21d920e11013661f4735c1ebd5df298b0c73074b35ae4c3ea490ee8e630766fc629741346f123353256859ef7d055ee8dcce07e48a091cc8bedec671e3,"India and South Asia (India, Pakistan, Sri Lanka)",He has also produced tracks for the rapper Sage Francis.,common_voice_en_27269248.mp3,common_voice_en_27269248,general,3
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)","Michal Batsheva Rand's performance won many praises, being her first performance on screen.",common_voice_en_27155349.mp3,common_voice_en_27155349,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",The watercourses are not identical to the streets of Siena.,common_voice_en_32109782.mp3,common_voice_en_32109782,general,4
e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,"India and South Asia (India, Pakistan, Sri Lanka)","A dormitory in University of Dhaka, Shahidullah Hall, was named after him.",common_voice_en_22386573.mp3,common_voice_en_22386573,general,3
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)",Madman Entertainment intended to dub Happiest Story in the Universe!,common_voice_en_27610938.mp3,common_voice_en_27610938,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)",Wiley is represented by Ryan Totka of Athlete Promotions.,common_voice_en_20584818.mp3,common_voice_en_20584818,general,3
fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,"India and South Asia (India, Pakistan, Sri Lanka)",It was named for Alexander Griggs.,common_voice_en_27183982.mp3,common_voice_en_27183982,general,3
b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910,"India and South Asia (India, Pakistan, Sri Lanka)","In the following years, Wyman received numerous commissions for new buildings.",common_voice_en_27231423.mp3,common_voice_en_27231423,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)",For a special case of this matrix see Hilbert matrix.,common_voice_en_20879476.mp3,common_voice_en_20879476,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",The Governor of Ekiti State is elected using the plurality voting system.,common_voice_en_32313552.mp3,common_voice_en_32313552,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)","It is in the East of India, primarily in the state of Assam.",common_voice_en_19357772.mp3,common_voice_en_19357772,general,3
63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,"India and South Asia (India, Pakistan, Sri Lanka)","He was survived by his second wife, the former Evelyn Castiglioni.",common_voice_en_27150989.mp3,common_voice_en_27150989,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",It became the first recording label in the Philippines.,common_voice_en_30398279.mp3,common_voice_en_30398279,general,4
e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,"India and South Asia (India, Pakistan, Sri Lanka)","For some years the museum was marketed as 'The ""new"" Imperial War Museum'.",common_voice_en_22688350.mp3,common_voice_en_22688350,general,4
e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,"India and South Asia (India, Pakistan, Sri Lanka)",Lady Dittisham got in and the chauffeur wrapped the fur rug around her knees.,common_voice_en_22448058.mp3,common_voice_en_22448058,general,4
f7d8f4abf2d3cb896c6b0ba2a6aa4349097000d1306b8220f56bad6f1018c0b1f7fbb3986dd433ce33d76f33cda7dcc213b306ddedab44d2b247ffb4863e9248,"India and South Asia (India, Pakistan, Sri Lanka)",He also goes by Fahad Squad.,common_voice_en_22310045.mp3,common_voice_en_22310045,general,3
29ca16eb2c0faea0be0ad73b5d826f5e81dc6fd4acfa9241a002b5d3619fd51c5b00b009e7b98b50caa5829f8a96697d5942b120749ee63a5d637c632bd0f7bc,"India and South Asia (India, Pakistan, Sri Lanka)","She arrived in England penniless, but eventually found a job as a journalist.",common_voice_en_26980988.mp3,common_voice_en_26980988,general,4
a1881aa7f5c8a03355c575c40251b3a2a987a6c86522bc77acb556a0267e5190bc3778424c9846f9e73c372fd67fc131c84fd484e072d72c15e29e59606d9c92,"India and South Asia (India, Pakistan, Sri Lanka)","His second wife, Jean, survived him, as do his children from his first marriage.",common_voice_en_23172012.mp3,common_voice_en_23172012,general,3
7992ee59c8a9af9b74fd6f0cc12eaee3da35f588ff19c8859c39fb46d64da542518c2cbe3f8d7657ed6838f721781f9bbb0c82bc15bf31fb662c88b124ba6494,"India and South Asia (India, Pakistan, Sri Lanka)","Ellet converted several powerful river towboats, heavily reinforcing their hulls for ramming.",common_voice_en_22277871.mp3,common_voice_en_22277871,general,4
9278d9c59a1d87fa8315100f59c822e7dd7537485a51f9c4cc1d41779bd809447f40d1e83cfe650166cf37f6fab9c8f01322c5cb050c199e70e619cf8e7e3ef0,"India and South Asia (India, Pakistan, Sri Lanka)",Only three are currently considered Olympic by the International Olympic Committee.,common_voice_en_21743421.mp3,common_voice_en_21743421,general,4
63e2659d2ae278fc14fcbce9bfba6788171021fe287d6c6c2b7eca3f55a579cab25cb013c02e6adc0e858b703296b56bdc0d06ce20ab414501766c8badecbf9c,"India and South Asia (India, Pakistan, Sri Lanka)",Adobe produces a suite of publishing software.,common_voice_en_21742177.mp3,common_voice_en_21742177,general,3
a04b5c6fd773586a5b3911a3fbcefd2dc17bfb39805a771aa3894e22359839bafb7fca1266738f9833e1389aaa14f5dfc86a6611bc445a2cb1371064e32ef6da,Filipino,"Decorated with elk and deer skins, Fawcett House has ten bedrooms and eight baths.",common_voice_en_18838592.mp3,common_voice_en_18838592,general,4
cfeff877cccff0af362791b70d74807862da77e349d083a3b710f9f7e69d2dc40be216c056cc7b5153934c29b74abbbeb11d3d0966546d6f2b985782ea01413e,"India and South Asia (India, Pakistan, Sri Lanka)",John died before he could make good his proposed journey to Jerusalem.,common_voice_en_27185691.mp3,common_voice_en_27185691,general,4
6ac8b1a295e2a4a5b11a602a368771530cd7b900ee5d8b552946eb8d32c21f4694c786c41ca996b12adb8a1d1e15160f84cb0632d9359cf84c6d99a18745692e,"India and South Asia (India, Pakistan, Sri Lanka)","However, many Dianic covens ban transgender women, claiming they are solely for womyn-born-womyn.",common_voice_en_27392020.mp3,common_voice_en_27392020,general,4
b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910,"India and South Asia (India, Pakistan, Sri Lanka)","The name ""Jacob the Min"" for him comes from this passage.",common_voice_en_27424685.mp3,common_voice_en_27424685,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)",Other examples are the Jackling House and Lobero Theatre also in California.,common_voice_en_27286205.mp3,common_voice_en_27286205,general,3
3a4228fd1f7614c4550485d454331fc488ff9d71d5c363080e7ef21e1ca55230f787a622c2932fb10d2f56b3e72e0363ded620f44d41021f6a85d8b9ec25b3e7,Hong Kong English,We've enjoyed our partnership with the Arena Football League.,common_voice_en_28852422.mp3,common_voice_en_28852422,general,4
5ff54a30a865fe98b0ba7c7d6577f38da51b452469211033af6c55c8de3de8f7226e6779f5aef405c8a9ddd39ef007b6df1f157250d37dd05ead15d8b441d26f,Filipino,Churchill's sister died shortly after.,common_voice_en_26563579.mp3,common_voice_en_26563579,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",He attended to Mahlontebe Secondary School for education.,common_voice_en_31291698.mp3,common_voice_en_31291698,general,4
3a4228fd1f7614c4550485d454331fc488ff9d71d5c363080e7ef21e1ca55230f787a622c2932fb10d2f56b3e72e0363ded620f44d41021f6a85d8b9ec25b3e7,Hong Kong English,Durand founded the Pancho Fierro Dance Company.,common_voice_en_28852693.mp3,common_voice_en_28852693,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",Tan terminated the campaign and stated that the movie would be funded by himself.,common_voice_en_31433953.mp3,common_voice_en_31433953,general,4
6934ea90f68dd79d019e2960360dbbf4b7a82acd27c8d6501839402a4db19a60fe1f105bca4c2fcde170b0ce44091fd29c41f656035954b9a936d81b3cfeb254,"India and South Asia (India, Pakistan, Sri Lanka)","In contrast to the domestic league, EuroLeague success proved elusive.",common_voice_en_19547714.mp3,common_voice_en_19547714,general,4
9278d9c59a1d87fa8315100f59c822e7dd7537485a51f9c4cc1d41779bd809447f40d1e83cfe650166cf37f6fab9c8f01322c5cb050c199e70e619cf8e7e3ef0,"India and South Asia (India, Pakistan, Sri Lanka)","The highest point in Stark is Mount Hutchins, on the border with Northumberland.",common_voice_en_21743410.mp3,common_voice_en_21743410,general,3
22e514704037bca1df29652c582612a199e03b959756ef9be197d18f375f656270bf09060661611ea0d4661079f4d162302461c0da06b2b528e9153a9969a5aa,Filipino,The village took its name from the Town of Sullivan.,common_voice_en_27837230.mp3,common_voice_en_27837230,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)","Clair was assigned to Monrovia, Liberia.",common_voice_en_20836365.mp3,common_voice_en_20836365,general,3
fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,"India and South Asia (India, Pakistan, Sri Lanka)",American critic Harold C. Schonberg praised Kocsis' extraordinary technique and fine piano tone.,common_voice_en_27527104.mp3,common_voice_en_27527104,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)","Municipally, it is incorporated as Pechenga Urban Settlement of Pechengsky Municipal District.",common_voice_en_27155195.mp3,common_voice_en_27155195,general,4
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",The castle hill offers views of Khust and the surrounding area.,common_voice_en_31065648.mp3,common_voice_en_31065648,general,3
fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,"India and South Asia (India, Pakistan, Sri Lanka)","Adam Gimbel, the founder of Gimbels, turned Saks into a national brand.",common_voice_en_27462254.mp3,common_voice_en_27462254,general,3
63e2659d2ae278fc14fcbce9bfba6788171021fe287d6c6c2b7eca3f55a579cab25cb013c02e6adc0e858b703296b56bdc0d06ce20ab414501766c8badecbf9c,"India and South Asia (India, Pakistan, Sri Lanka)","Stanislavski, however, was scathingly critical, particularly of his own performance as Mitrich.",common_voice_en_21721622.mp3,common_voice_en_21721622,general,4
63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,"India and South Asia (India, Pakistan, Sri Lanka)",He also competed briefly in England for Sheffield Wednesday.,common_voice_en_27429852.mp3,common_voice_en_27429852,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)","Petersen and his wife, Barbara, are the parents of two sons, Jack and Sam.",common_voice_en_28567338.mp3,common_voice_en_28567338,general,3
b644ae3b2f82a9ef3f6143326617509097ed4337fc0123d4b854be26cbcfba78bcc9d370d1272c725e15370c6ab4220d608d578780b592047cae1edbaf1d7d0e,"India and South Asia (India, Pakistan, Sri Lanka)","Meanwhile, Mrs. Ross finds the money.",common_voice_en_27134151.mp3,common_voice_en_27134151,general,3
e8c50d0644cb3b2c74de3a40f44ff8fee165caeceab070b2a62a98bb8daf6e80d9c81ca5a7f34538d1c5dfcfc816538d4f485ad66b198da99dd2ca0eb2abcc88,Filipino,He represents the northern riding of Timmins-James Bay.,common_voice_en_23378685.mp3,common_voice_en_23378685,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)",She was the wife of actor Christopher Reeve.,common_voice_en_27468734.mp3,common_voice_en_27468734,general,4
cfeff877cccff0af362791b70d74807862da77e349d083a3b710f9f7e69d2dc40be216c056cc7b5153934c29b74abbbeb11d3d0966546d6f2b985782ea01413e,"India and South Asia (India, Pakistan, Sri Lanka)",The town is served by daily coach services from Adelaide.,common_voice_en_27329014.mp3,common_voice_en_27329014,general,3
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)","Afterwards, Castillo reached teen idol status across Puerto Rico.",common_voice_en_27664259.mp3,common_voice_en_27664259,general,3
9278d9c59a1d87fa8315100f59c822e7dd7537485a51f9c4cc1d41779bd809447f40d1e83cfe650166cf37f6fab9c8f01322c5cb050c199e70e619cf8e7e3ef0,"India and South Asia (India, Pakistan, Sri Lanka)","Supported by British and French financiers, movie production companies established themselves in Baghdad.",common_voice_en_21772673.mp3,common_voice_en_21772673,general,3
a1881aa7f5c8a03355c575c40251b3a2a987a6c86522bc77acb556a0267e5190bc3778424c9846f9e73c372fd67fc131c84fd484e072d72c15e29e59606d9c92,"India and South Asia (India, Pakistan, Sri Lanka)","Jordan, she claimed, had become bourgeois.",common_voice_en_23438545.mp3,common_voice_en_23438545,general,4
6ac8b1a295e2a4a5b11a602a368771530cd7b900ee5d8b552946eb8d32c21f4694c786c41ca996b12adb8a1d1e15160f84cb0632d9359cf84c6d99a18745692e,"India and South Asia (India, Pakistan, Sri Lanka)","Birge died in Berkeley, California.",common_voice_en_27163736.mp3,common_voice_en_27163736,general,4
fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,"India and South Asia (India, Pakistan, Sri Lanka)","His children included Jehoram, who succeeded him as king.",common_voice_en_22322183.mp3,common_voice_en_22322183,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",Alain expressed dismay at this electoral process.,common_voice_en_30331650.mp3,common_voice_en_30331650,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)","His medal is displayed at Sheesh Mahal Museum, Patiala, India.",common_voice_en_27445064.mp3,common_voice_en_27445064,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",The parish is part of the Northleach benefice within the Diocese of Gloucester.,common_voice_en_30541365.mp3,common_voice_en_30541365,general,3
fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,"India and South Asia (India, Pakistan, Sri Lanka)",He began his professional career as a halfback for the Oilers.,common_voice_en_27243999.mp3,common_voice_en_27243999,general,4
6ac8b1a295e2a4a5b11a602a368771530cd7b900ee5d8b552946eb8d32c21f4694c786c41ca996b12adb8a1d1e15160f84cb0632d9359cf84c6d99a18745692e,"India and South Asia (India, Pakistan, Sri Lanka)","Near the end of ""Anachronism""'s published run, TriKing began charging for these tournament kits.",common_voice_en_27273160.mp3,common_voice_en_27273160,general,4
36f5af261041e42136d41ee476c8744fbac8f3f72225c9fc967af17fa50309a1506cbfb316cdd5363cc2ca1f7d05d16e6cb3590f36fd0bc4eef30d313e36968b,"India and South Asia (India, Pakistan, Sri Lanka)",Frobisher was received and thanked by the queen at Windsor.,common_voice_en_23552390.mp3,common_voice_en_23552390,general,3
