user_ids,accent,transcript,audio_paths,audio_ids,domain,duration
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)","He is currently signed to Record Makers, a French independent record label.",common_voice_en_20572926.mp3,common_voice_en_20572926,general,4
0e158b24aeef0c21c6864108c70ea9fae815e865916fd6fa7a4dca42ad7694d46c3aa47d22d1946623e718ab6f5cdc030f244b0362e5553f81c8f22c25082b22,"India and South Asia (India, Pakistan, Sri Lanka)",Trustee Sunderland fought for equal treatment of all parts of the city.,common_voice_en_30332420.mp3,common_voice_en_30332420,general,4
51b2771333aee3c5b1f25421377564e5ea17337c6c9f2155bfba6aabe7e25871354490f65b9daafb4195c3e6e32f61df398b92cf2da8a475ba38e5b3bacb6096,"India and South Asia (India, Pakistan, Sri Lanka)",Tamborello uses a large variety of electronic equipment to create his sound.,common_voice_en_23349292.mp3,common_voice_en_23349292,general,4
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",Attending a Broadway show is a common tourist activity in New York.,common_voice_en_20128778.mp3,common_voice_en_20128778,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)","Over his career, Anderson has collaborated with a number of different artists.",common_voice_en_27426224.mp3,common_voice_en_27426224,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)","I told you so, said Mike to Barton.",common_voice_en_27358782.mp3,common_voice_en_27358782,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)",Richard S. Edwards received six battle stars for service off Vietnam.,common_voice_en_20429126.mp3,common_voice_en_20429126,general,4
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",The previous Chief Executive was Gareth Jones.,common_voice_en_20128756.mp3,common_voice_en_20128756,general,3
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)",Rockaway Point and Roxbury are located on the ocean side.,common_voice_en_27574397.mp3,common_voice_en_27574397,general,3
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)",The album also sold well in Indonesia.,common_voice_en_30558364.mp3,common_voice_en_30558364,general,3
3a4228fd1f7614c4550485d454331fc488ff9d71d5c363080e7ef21e1ca55230f787a622c2932fb10d2f56b3e72e0363ded620f44d41021f6a85d8b9ec25b3e7,Hong Kong English,"He was buried at Saint Gertrude's Cemetery in Colonia, New Jersey.",common_voice_en_28853255.mp3,common_voice_en_28853255,general,4
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)","Stanley, still hopeful for British backing, brushed him off.",common_voice_en_27173546.mp3,common_voice_en_27173546,general,4
36f5af261041e42136d41ee476c8744fbac8f3f72225c9fc967af17fa50309a1506cbfb316cdd5363cc2ca1f7d05d16e6cb3590f36fd0bc4eef30d313e36968b,"India and South Asia (India, Pakistan, Sri Lanka)","Arsenal currently hold the record for most titles, having won fourteen times.",common_voice_en_23619926.mp3,common_voice_en_23619926,general,3
46e325bc549826f452d9237b7922e49f3fc6009e90c3b73527022ffe70031fcad33607f6bceba2bdccf6a05a9d2528fb84185debe5a338c0acbfba35785e26ee,Hong Kong English,Guru's technology and staff remained with Unicru.,common_voice_en_21269748.mp3,common_voice_en_21269748,general,4
29ca16eb2c0faea0be0ad73b5d826f5e81dc6fd4acfa9241a002b5d3619fd51c5b00b009e7b98b50caa5829f8a96697d5942b120749ee63a5d637c632bd0f7bc,"India and South Asia (India, Pakistan, Sri Lanka)",Jones attended Arizona State University.,common_voice_en_28696143.mp3,common_voice_en_28696143,general,3
cfeff877cccff0af362791b70d74807862da77e349d083a3b710f9f7e69d2dc40be216c056cc7b5153934c29b74abbbeb11d3d0966546d6f2b985782ea01413e,"India and South Asia (India, Pakistan, Sri Lanka)",Michael DeLorenzo continues to appear in notable roles in film and television.,common_voice_en_27480786.mp3,common_voice_en_27480786,general,4
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",We are going to Tormos.,common_voice_en_26060331.mp3,common_voice_en_26060331,general,4
9fd4e995e2a1006fefe786c28652f48e73f08f4f7594ce46ceff1d484619f105d759521e5b0d17b4d428e9e536524e229fab1ae9ab61b09e0e0da15cab5fef74,"India and South Asia (India, Pakistan, Sri Lanka)",Kahlo's work commands the highest selling price of all Latin American paintings.,common_voice_en_21281251.mp3,common_voice_en_21281251,general,4
0705935258ce441406010dc11ff522767fceb2df5585c27693f916bb24ebbfd151b251e57c625e5808ff50d05c3927059f8caa3244e08e55aab9757a97630452,Filipino,"Rond was the son of Universo, an enemy of the Legion of Super-Heroes.",common_voice_en_24005626.mp3,common_voice_en_24005626,general,3
0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece,"India and South Asia (India, Pakistan, Sri Lanka)","Ali credited Tehmina, who had studied in England, for helping improve his English prose.",common_voice_en_22317029.mp3,common_voice_en_22317029,general,4
febfa9170cb04861bd7edb121a0f2de4c961eaca6afb928a2f541db731ae8242552936c1c3f5a4d2e7f4cc3150d58ff5e6f1b0c99513e25a72ca814f0b36df05,"India and South Asia (India, Pakistan, Sri Lanka)",Daisytown sits on a hill above the downtown area of Johnstown.,common_voice_en_20713172.mp3,common_voice_en_20713172,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)","This was later released on the charity album ""Liverpool - The Number Ones Album"".",common_voice_en_20160146.mp3,common_voice_en_20160146,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)","Cage and his wife Jodi have three children: Alexis, Michael, Junior and Sydney.",common_voice_en_20122656.mp3,common_voice_en_20122656,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)","The municipality is located in the Morges district, die auch den Weiler Soveillame umfass.",common_voice_en_20379020.mp3,common_voice_en_20379020,general,3
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)","Monti switched to bobsleigh, finding great success as a result.",common_voice_en_27681924.mp3,common_voice_en_27681924,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)","Located at Old Soldiers Road and Hasbrook Avenue, it serves the Fox Chase Line.",common_voice_en_19526807.mp3,common_voice_en_19526807,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)","Bishop gaped, and Robinson nearly dropped his teacup.",common_voice_en_20761678.mp3,common_voice_en_20761678,general,3
8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,"India and South Asia (India, Pakistan, Sri Lanka)",C of The Hindu.,common_voice_en_27195062.mp3,common_voice_en_27195062,general,3
f7d8f4abf2d3cb896c6b0ba2a6aa4349097000d1306b8220f56bad6f1018c0b1f7fbb3986dd433ce33d76f33cda7dcc213b306ddedab44d2b247ffb4863e9248,"India and South Asia (India, Pakistan, Sri Lanka)","They had three sons, one of whom, Sir Charles Herries, was a well-known financier.",common_voice_en_22304424.mp3,common_voice_en_22304424,general,4
cfeff877cccff0af362791b70d74807862da77e349d083a3b710f9f7e69d2dc40be216c056cc7b5153934c29b74abbbeb11d3d0966546d6f2b985782ea01413e,"India and South Asia (India, Pakistan, Sri Lanka)",The founding management was led by Jon Petrovich and Scott Weiss.,common_voice_en_27328355.mp3,common_voice_en_27328355,general,3
36f5af261041e42136d41ee476c8744fbac8f3f72225c9fc967af17fa50309a1506cbfb316cdd5363cc2ca1f7d05d16e6cb3590f36fd0bc4eef30d313e36968b,"India and South Asia (India, Pakistan, Sri Lanka)","For more than fifteen years, Sutter petitioned Congress for restitution but little was done.",common_voice_en_23606143.mp3,common_voice_en_23606143,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)",Kirby was taken out early in a crash involving Todd Bodine and Ricky Craven.,common_voice_en_20880161.mp3,common_voice_en_20880161,general,4
b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910,"India and South Asia (India, Pakistan, Sri Lanka)",It belongs to the administrative district of South Cambridgeshire.,common_voice_en_27457547.mp3,common_voice_en_27457547,general,4
e30159ab418aeb8479291ab6263a92b0e8ca71d5821dcfcfe541b105fefe6ef0530bb6f92aeddce415a75d9a7f25ad6f4f3f67177fc1f4287a438949deac98f6,Filipino,"He was born in Bradford, Yorkshire, England, but brought up in Dublin, Ireland.",common_voice_en_27121403.mp3,common_voice_en_27121403,general,3
6ac8b1a295e2a4a5b11a602a368771530cd7b900ee5d8b552946eb8d32c21f4694c786c41ca996b12adb8a1d1e15160f84cb0632d9359cf84c6d99a18745692e,"India and South Asia (India, Pakistan, Sri Lanka)",A few kilometers to the west is the ancient castle of Pietrapelosa.,common_voice_en_27224943.mp3,common_voice_en_27224943,general,4
8d0a6af00251fed0765ac4e1c38eedd96cceaf8f86c4caa1c86ea8766ac4dbdb216203a66ba738c87310981edf87041aa09e16b273edb64e58cb6083a3cadaaa,"India and South Asia (India, Pakistan, Sri Lanka)",Editors after the war included Daniel Ellsberg.,common_voice_en_22279279.mp3,common_voice_en_22279279,general,3
29ca16eb2c0faea0be0ad73b5d826f5e81dc6fd4acfa9241a002b5d3619fd51c5b00b009e7b98b50caa5829f8a96697d5942b120749ee63a5d637c632bd0f7bc,"India and South Asia (India, Pakistan, Sri Lanka)","In the meantime, Bridger's leaking of Thorness' secrets has been discovered.",common_voice_en_28685532.mp3,common_voice_en_28685532,general,4
15f4b2d89fd6ef677ad0cf16118393247db64e892060c2b238c09fa625e31ed5d5c4b4e05b0de21c6fc2202db2a2ebf567b2fd032758dbfbeb9897aecb2ab555,"India and South Asia (India, Pakistan, Sri Lanka)",The Catholic cantons in response had formed an alliance with Ferdinand of Austria.,common_voice_en_27189793.mp3,common_voice_en_27189793,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",He was survived by his wife Kim Hamilton and two children.,common_voice_en_19397379.mp3,common_voice_en_19397379,general,3
e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,"India and South Asia (India, Pakistan, Sri Lanka)",Ahmad acquired the Turkish language from his mother.,common_voice_en_27093920.mp3,common_voice_en_27093920,general,3
b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910,"India and South Asia (India, Pakistan, Sri Lanka)",Lanner was born in Saint Ulrich in Vienna.,common_voice_en_27014271.mp3,common_voice_en_27014271,general,3
cfeff877cccff0af362791b70d74807862da77e349d083a3b710f9f7e69d2dc40be216c056cc7b5153934c29b74abbbeb11d3d0966546d6f2b985782ea01413e,"India and South Asia (India, Pakistan, Sri Lanka)",Li was educated at Uppingham School in the United Kingdom.,common_voice_en_27228680.mp3,common_voice_en_27228680,general,3
a1881aa7f5c8a03355c575c40251b3a2a987a6c86522bc77acb556a0267e5190bc3778424c9846f9e73c372fd67fc131c84fd484e072d72c15e29e59606d9c92,"India and South Asia (India, Pakistan, Sri Lanka)","An example is ""Exodus"" by Bob Marley and the Wailers.",common_voice_en_26962010.mp3,common_voice_en_26962010,general,4
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)",He achieved one race victory at Spa and finished seventh in the standings.,common_voice_en_31963260.mp3,common_voice_en_31963260,general,4
6ac8b1a295e2a4a5b11a602a368771530cd7b900ee5d8b552946eb8d32c21f4694c786c41ca996b12adb8a1d1e15160f84cb0632d9359cf84c6d99a18745692e,"India and South Asia (India, Pakistan, Sri Lanka)","Burns once quipped In my youth, they called me a rebel.",common_voice_en_27005846.mp3,common_voice_en_27005846,general,4
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)",The light-colored rocks exposed in the Slick Hills are lower Paleozoic marine sediments.,common_voice_en_28321477.mp3,common_voice_en_28321477,general,3
15f4b2d89fd6ef677ad0cf16118393247db64e892060c2b238c09fa625e31ed5d5c4b4e05b0de21c6fc2202db2a2ebf567b2fd032758dbfbeb9897aecb2ab555,"India and South Asia (India, Pakistan, Sri Lanka)",The song was covered by Richard Sanderson.,common_voice_en_27190946.mp3,common_voice_en_27190946,general,4
6ac8b1a295e2a4a5b11a602a368771530cd7b900ee5d8b552946eb8d32c21f4694c786c41ca996b12adb8a1d1e15160f84cb0632d9359cf84c6d99a18745692e,"India and South Asia (India, Pakistan, Sri Lanka)",Pai has music festivals regularly as well as staging an international Enduro championship.,common_voice_en_27043658.mp3,common_voice_en_27043658,general,3
757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,"India and South Asia (India, Pakistan, Sri Lanka)","Rothschild studied zoology at Magdalene College, Cambridge.",common_voice_en_27567161.mp3,common_voice_en_27567161,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)","His villa in Punat is named ""Villa Costarica"".",common_voice_en_20760482.mp3,common_voice_en_20760482,general,3
21de99683e13faed97af72e1d336a7f1b1e8a11555c4a69a1ec4bdf8c6aeafb713e309e4dcd816ec7069fe6655b7b27b6978f6999d8d70e438fd382f768e05f9,"India and South Asia (India, Pakistan, Sri Lanka)","Baskin was born in New Brunswick, New Jersey.",common_voice_en_19809558.mp3,common_voice_en_19809558,general,4
46e325bc549826f452d9237b7922e49f3fc6009e90c3b73527022ffe70031fcad33607f6bceba2bdccf6a05a9d2528fb84185debe5a338c0acbfba35785e26ee,Hong Kong English,Ron Gonzales was elected the first Latino Mayor of San Jose since California's Statehood.,common_voice_en_21269521.mp3,common_voice_en_21269521,general,4
29ca16eb2c0faea0be0ad73b5d826f5e81dc6fd4acfa9241a002b5d3619fd51c5b00b009e7b98b50caa5829f8a96697d5942b120749ee63a5d637c632bd0f7bc,"India and South Asia (India, Pakistan, Sri Lanka)",Quincy College operates under the auspices of the City of Quincy.,common_voice_en_28710148.mp3,common_voice_en_28710148,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)","Stories were originally published in several magazines, including ""Tintin"", ""Tintin Hebdo"" and ""Nouveau Tintin"".",common_voice_en_20735875.mp3,common_voice_en_20735875,general,3
e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,"India and South Asia (India, Pakistan, Sri Lanka)",Clark High School was named after United States Supreme Court Justice Tom C. Clark.,common_voice_en_22432368.mp3,common_voice_en_22432368,general,3
7ee4652a364c56cfe0e61f20c26c2de1eeafa01fd5add3d4caed72d340fb1738e9cccf80bb643032b8b9ebcf16c83cdb190ef3ab131bc6e76c167a426e70b22e,"India and South Asia (India, Pakistan, Sri Lanka)",The name Shim Sham is derived from the club in which they played.,common_voice_en_27778007.mp3,common_voice_en_27778007,general,4
f8f76b94170a19421464ac1a3b62a926edae4cb12a0a39c93e1d901682e617a1bfd98290e239f07c670bca0d654f2582e1deae7517dc98b9b8e7a7b326874d25,"India and South Asia (India, Pakistan, Sri Lanka)",The ending in which Podkayne dies was declared the winner.,common_voice_en_18756705.mp3,common_voice_en_18756705,general,3
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,"India and South Asia (India, Pakistan, Sri Lanka)","He was buried at the Meuse-Argonne American Cemetery in Lorraine, France.",common_voice_en_20139426.mp3,common_voice_en_20139426,general,4
9a9fbbc0c279b914f4e6a216118322c66852e41330297239c5708ab0df9d48b5a45c973f2158375deedca13d1c75463469f9c2b8c00b230aff9e51e751928d18,Hong Kong English,Nathan uses Tara Labs instrument cables and Dunlop nickel-plated roundwound bass strings.,common_voice_en_27036656.mp3,common_voice_en_27036656,general,3
8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,"India and South Asia (India, Pakistan, Sri Lanka)","He is buried in Arlington Cemetery in Pennsauken Township, New Jersey.",common_voice_en_27172683.mp3,common_voice_en_27172683,general,4
8f0861daa1c2708ba3f1ed9eddefb9c055ddd699e38225b551a448c089ee4ab21e7de3c96b67a981467d11fb1e2c587ccba22c7e8cf98cd0edee24356af23ba2,Filipino,It was the first award in the United States expressly for literary translators.,common_voice_en_19783947.mp3,common_voice_en_19783947,general,4
51b2771333aee3c5b1f25421377564e5ea17337c6c9f2155bfba6aabe7e25871354490f65b9daafb4195c3e6e32f61df398b92cf2da8a475ba38e5b3bacb6096,"India and South Asia (India, Pakistan, Sri Lanka)",Nicholas Wheeler and Chrissie Rucker own the Haus Alpina chalet in Klosters.,common_voice_en_23353474.mp3,common_voice_en_23353474,general,3
0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece,"India and South Asia (India, Pakistan, Sri Lanka)","It crossed the state line into Ohio, where it ran into Toledo, Ohio.",common_voice_en_27274635.mp3,common_voice_en_27274635,general,4
15f4b2d89fd6ef677ad0cf16118393247db64e892060c2b238c09fa625e31ed5d5c4b4e05b0de21c6fc2202db2a2ebf567b2fd032758dbfbeb9897aecb2ab555,"India and South Asia (India, Pakistan, Sri Lanka)","She was named for Longueuil, Quebec.",common_voice_en_27209796.mp3,common_voice_en_27209796,general,3
5b9265839ec3c73c4bf4ef1348528cd6778c87938ecdbab9101c7f2cdac971ce0ba043e7e73c116a22b97b9fa458c34f1ea84e584e6c0be602b6e4456ca4839b,"India and South Asia (India, Pakistan, Sri Lanka)",The program was set on a dude ranch in Nevada.,common_voice_en_28805657.mp3,common_voice_en_28805657,general,4
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"Southern African (South Africa, Zimbabwe, Namibia)",The Giants were dissolved after the season due to the bankruptcy of the club.,common_voice_en_31732962.mp3,common_voice_en_31732962,general,4
855f8a33eaaa82f29bc4b3f033c8b7ac436158da6dfe986a3c387c75de449b9d121431f112314aa34110a15230b60143f5bc272ec27a6168c35c4d37c901691e,"India and South Asia (India, Pakistan, Sri Lanka)",The administrative centre of the municipality is the village of Meieribyen.,common_voice_en_25456148.mp3,common_voice_en_25456148,general,3
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,"India and South Asia (India, Pakistan, Sri Lanka)","The American vessels fled in separate directions, with Bellew electing to follow ""Warren"".",common_voice_en_20644796.mp3,common_voice_en_20644796,general,4
acefbb332db5ce3a5176cabcf11976d544177c9cc2aa0341e37bf9831b07b0c93eea6bfc53d97214ab261d1debb927bf66afb61c88db722415a5af6545b5ed9d,"India and South Asia (India, Pakistan, Sri Lanka)","There is a Congress of Lords, but their exact role is unspecified.",common_voice_en_27331537.mp3,common_voice_en_27331537,general,4
6d2cbb027f6ff13139192d1dc2ea587cf0683fcb78480444f660f3a68ab93280b59550f75c108c244a52e3254892654f63d232d8652c8ee491d1e72c912c2046,"India and South Asia (India, Pakistan, Sri Lanka)","The organisation later became known as the ""Sydney Maritime Museum Ltd"".",common_voice_en_23628629.mp3,common_voice_en_23628629,general,4
21de99683e13faed97af72e1d336a7f1b1e8a11555c4a69a1ec4bdf8c6aeafb713e309e4dcd816ec7069fe6655b7b27b6978f6999d8d70e438fd382f768e05f9,"India and South Asia (India, Pakistan, Sri Lanka)",It was described by Allmusic as Pain of Salvation's breakthrough album.,common_voice_en_19650015.mp3,common_voice_en_19650015,general,3
febfa9170cb04861bd7edb121a0f2de4c961eaca6afb928a2f541db731ae8242552936c1c3f5a4d2e7f4cc3150d58ff5e6f1b0c99513e25a72ca814f0b36df05,"India and South Asia (India, Pakistan, Sri Lanka)",The place of election was at Gloucester.,common_voice_en_20870821.mp3,common_voice_en_20870821,general,4
